ids,names,popularity,markets,artists,release_date,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,musicalkey,musicalmode,time_signature,count,dates,playlists_found,loudness_zscore,tempo_minmax
1UWszS2YSzYNxUNv14e2x4,laponia,38.0,185.0,1YXxp9FBi4cEJSvFgU4ydk,2021-05-07,152307.0,0.9,0.726,0.185,0.927,0.113,-16.45,0.0425,129.959,0.272,8.0,1.0,3.0,1.0,2024-04-09,Chill Out Music,-0.604860245231244,0.5173284579173681
3bwyDktNV0Y9WJp3HiJq3c,the last time,52.0,185.0,0xu4jAQQv7ZAqvFGdc9HgP,2024-04-19,146931.0,0.323,0.523,0.502,0.0,0.177,-7.672,0.292,112.485,0.426,3.0,1.0,5.0,1.0,2024-04-26,Made in Sweden,0.33847210738359285,0.4236411207737757
3Ps8bLGciHq6leNN1kUHUJ,harness,39.0,185.0,"50uPj85gZxHFuFOlNBnnr5, 1SlTeYo2NYg93bGqlQYkwE",2024-04-05,270206.0,0.0198,0.563,0.916,0.0713,0.36,-2.63,0.0942,148.021,0.509,8.0,1.0,4.0,3.0,"2024-04-26, 2024-04-12, 2024-05-03","Happy Beats, creamy",0.8803132695941202,0.6141683734196896
2PsCjzE5BD5mK0EPcPUH8F,stillness above,45.0,185.0,3xmhBkdziYwrJhrlhyjEbp,2023-03-31,162707.0,0.981,0.144,0.00416,0.808,0.121,-36.08,0.0416,85.781,0.0451,1.0,1.0,3.0,1.0,2024-04-29,Ambient Relaxation,-2.714408443206779,0.2804668818426499
6qqidoPibKDVGTIizzyEBK,right back,30.0,185.0,0SkdOD7lcoBZaLOh2dsMsA,2024-04-12,165873.0,0.484,0.619,0.678,0.0,0.1,-5.961,0.0524,153.989,0.295,0.0,1.0,4.0,2.0,"2024-04-12, 2024-04-24",Chill Pop,0.5223456156228257,0.6461659714552259
2CZOLVdbBc4NDwhCVMRSzh,the last phone call,42.0,185.0,"4zAOqBfNLyWFvj1e3yvypJ, 5pw6etTC4sdwI2ADgjVtlb",2024-04-05,143352.0,0.79,0.389,0.225,0.307,0.147,-12.42,0.0336,78.088,0.0694,10.0,1.0,4.0,1.0,2024-04-05,Ethereal,-0.1717741913422269,0.23922064831594408
3tCA2JJ8Udtnry8BIMQijU,losing game,49.0,185.0,"1BqIPGrEhdjdLFpUzce2dh, 6XZYAWJLL8UIbxAqjKj3cg",2024-04-05,240316.0,0.339,0.41,0.563,0.588,0.096,-9.571,0.0388,123.982,0.0381,2.0,1.0,3.0,4.0,"2024-04-26, 2024-04-19, 2024-04-12","Deep House Relax, Night Rider",0.1343950809976763,0.4852826061314432
6n34hL7CBdTVeekAeprHow,cutting loose,53.0,185.0,"5Kmr0b3ip8g9P2i0dLTC3Z, 4q0N3EI67tVnAeeaXbNQIj, 3ky8xBRraNNzxzXEw6Ga0c",2024-01-12,184244.0,0.0026,0.771,0.788,0.00553,0.112,-6.677,0.0728,129.029,0.366,8.0,1.0,4.0,2.0,2024-04-12,"Heart Beats, Housewerk",0.4454003018301368,0.5123422370438679
7tHXd3CsT7VGZAJ5Jkqt61,nothing like uuu,69.0,185.0,2jl4qd6UbzeCmImT4nWbtA,2024-04-29,112243.0,0.127,0.445,0.825,0.0,0.157,-7.081,0.0451,163.893,0.27,6.0,1.0,4.0,3.0,"2024-05-02, 2024-05-09, 2024-05-01",Fresh Finds Hip-Hop,0.4019842309191782,0.6992665429940915
0Sl6b0H7zHJdAtaNZW72ZM,when i come east,35.0,185.0,1SQbSVOGU3m2YlQQVV88QU,2024-02-27,171000.0,0.00535,0.62,0.716,0.162,0.139,-6.739,0.0525,125.017,0.6,2.0,1.0,4.0,7.0,"2024-04-18, 2024-04-10, 2024-05-02, 2024-05-08, 2024-05-01, 2024-04-04, 2024-04-24",Fresh Finds Rock,0.4387374394626134,0.4908317874261449
38D7NvjAcztFI1FKetw08V,hollow,38.0,185.0,6DewGkgNz0j4pO3T2ZMUHS,2020-08-28,218760.0,0.18,0.407,0.535,0.0,0.171,-6.944,0.0557,186.25,0.144,11.0,1.0,3.0,1.0,2024-04-23,Rockin' Vibes,0.4167070074409637,0.8191342204874701
6pY6ftbfdEu2u4wdnDPGfX,alla jag legat med,45.0,183.0,3loTvAld5Tpk5aSNbboGpj,2024-03-08,132857.0,0.208,0.742,0.681,0.0,0.334,-6.017,0.163,139.971,0.858,6.0,1.0,4.0,1.0,2024-05-09,30 km/h,0.5163275463876432,0.5710080744608984
11sca0kohiR73mPDy9qhZv,all we ever do is talk,53.0,185.0,0xPoVNPnxIIUS1vrxAYV00,2023-06-29,226133.0,0.0486,0.473,0.873,0.0,0.119,-5.493,0.0823,153.028,0.584,2.0,1.0,4.0,1.0,2024-05-06,it's alt good,0.5726394799454212,0.6410135432192757
23Vzz30Kuo6mvtC08pTBX0,wikidest dj,35.0,185.0,"5GDVlpxmmh7VMNQMVpxRjf, 36mHwYa65L0WZbAXY2iSGw",2024-04-05,176205.0,0.0165,0.603,0.892,0.0257,0.123,-6.688,0.0635,134.981,0.642,6.0,1.0,4.0,1.0,2024-04-05,Fresh Finds Dance,0.44421818108751165,0.5442540506342687
1jutX4tpnkTBu94RsGKDX3,bands,38.0,185.0,"3fn8lZLy7Q61AXCWWPYC4B, 1dIjbaW9JTTQQ7ufrQnGsq",2023-12-08,197229.0,0.0258,0.666,0.883,0.0,0.366,-6.002,0.0715,138.009,0.633,10.0,0.0,4.0,1.0,2024-05-03,The Flow,0.5179395292184957,0.5604887568761593
0rLu0sVUnR6am7JxniW8mc,dawn,35.0,185.0,79guO4ndu3WasS8qTpee8n,2024-04-21,145000.0,0.767,0.154,0.0065,0.907,0.094,-32.433,0.0553,73.624,0.0697,11.0,1.0,4.0,1.0,2024-04-29,Musical Therapy,-2.322481684265527,0.21528678812314353
0GU48wNylLzxHde7OXHpAj,arctic,64.0,185.0,50x43BjaV7dRtBZkdrRNJo,2024-03-15,156799.0,0.705,0.182,0.0265,0.831,0.11,-34.479,0.0503,72.489,0.0337,2.0,1.0,3.0,3.0,"2024-04-06, 2024-05-05, 2024-04-16",Deep Sleep,-2.5423561423937975,0.20920145404634508
13G5xv1wUKvJYbK0wYmioN,circles around this town,49.0,185.0,6WY7D3jk8zTrHtmkqqo5GI,2022-01-07,195760.0,0.015,0.591,0.814,0.0,0.117,-4.986,0.0468,149.9,0.815,4.0,1.0,4.0,3.0,"2024-05-09, 2024-04-02, 2024-05-06","Women of Country, Mother's Day, Country Gold",0.627124499628233,0.6242426841952883
77NNZQSqzLNqh2A9JhLRkg,don't stop believin',73.0,185.0,0rvjqX7ttXeg3mTy8Xscbt,2001-10-16,248906.0,0.25,0.491,0.802,0.0,0.387,-7.106,0.0392,119.25,0.472,4.0,1.0,4.0,1.0,2024-04-11,Throwback Thursday,0.3992975928677575,0.4599118564826233
7knnkIB1nGfuDK9XeBpbhI,concentrada,45.0,185.0,6ttrQpo8aOzfGeIBUAwEAO,2024-04-05,144598.0,0.989,0.193,0.0396,0.89,0.11,-35.359,0.0371,145.896,0.18,3.0,1.0,3.0,7.0,"2024-04-11, 2024-04-23, 2024-04-10, 2024-04-16, 2024-04-22, 2024-05-08, 2024-05-01",Intense Studying,-2.6369258018038066,0.6027751268001329
2oyJMZrw1DGvvkT2NbCZ0Y,are you gonna kiss me or not,64.0,185.0,0Bvs8yPjrQSbmVIRqSg1Sp,2011-02-08,184920.0,0.039,0.485,0.701,0.0,0.0977,-3.807,0.0288,151.948,0.613,8.0,1.0,4.0,1.0,2024-04-02,Country Gold,0.7538263501332333,0.6352230931726305
6o8LGsALvRgiaGdHsh6Uy1,i said i love you,14.0,185.0,073SnC1tmMizW8NO0qbCLU,2023-11-02,235384.0,0.749,0.626,0.394,9.56e-06,0.177,-16.687,0.0827,104.273,0.353,7.0,1.0,4.0,2.0,"2024-04-30, 2024-05-08",Indie Korea (인디 코리아),-0.6303295739587125,0.37961225430798756
5zPRWavvxXGAWktv3KCUMu,"coriolan, op. 62",19.0,185.0,"2wOqMjp9TyABvtHdOSOTUS, 5ElM3J1gql1jnVyenXe7v2, 4fwcEh4tMsyFvKvO8w7DKO",2024-04-05,459560.0,0.919,0.355,0.159,0.868,0.0895,-16.837,0.0378,84.768,0.211,5.0,0.0,4.0,1.0,2024-04-05,Classical New Releases,-0.6464494022672366,0.2750356541600094
3d4WFPWuKhfsJKd2PSUqBP,love you forever,57.0,185.0,02kJSzxNuaWGqwubyUba0Z,2024-05-10,267319.0,0.37,0.665,0.716,0.0,0.185,-8.509,0.494,170.001,0.639,4.0,1.0,4.0,1.0,2024-05-09,Hip-Hop Controller,0.24852346542202766,0.7320147549245632
0NUnfqwO7g4jAijTRhrjGv,circle of peace,0.0,0.0,0o0rlxlC3ApLWsxFkUjMXc,2018-05-18 00:00:00,201320.0,0.129,0.809,0.681,1.54e-05,0.0743,-6.465,0.0416,90.029,0.893,8.0,0.0,4.0,1.0,2024-05-02,Summer Sunshine Reggae,0.46818299250618434,0.30324265202612133
3aw9iWUQ3VrPQltgwvN9Xu,family affair,79.0,184.0,1XkoF8ryArs86LZvFOkbyr,2001-08-28,265866.0,0.133,0.911,0.551,4.35e-05,0.0863,-3.75,0.045,92.887,0.969,8.0,0.0,4.0,2.0,"2024-04-07, 2024-04-02",Throwback Workout,0.7599518848904725,0.3185658985384475
4heve4ydl1u6V3AD4moZq9,she's on my mind,61.0,185.0,3X2DdnmoANw8Rg8luHyZQb,2023-09-08,181240.0,0.00382,0.675,0.852,0.14,0.147,-5.942,0.0333,118.508,0.834,9.0,1.0,4.0,2.0,"2024-05-01, 2024-04-10","Club Resistance, Heart Beats",0.5243874605419053,0.4559336028394651
0dcnrLo8s1rhjm8euGjI4n,darari,69.0,184.0,3KonOYiLsU53m4yT7gNotP,2022-02-15,220716.0,0.486,0.716,0.638,0.0,0.0702,-6.87,0.0392,84.955,0.552,0.0,1.0,4.0,14.0,"2024-04-02, 2024-04-03, 2024-04-18, 2024-04-17, 2024-05-05, 2024-04-29, 2024-04-09, 2024-04-30, 2024-04-10, 2024-04-16, 2024-04-24, 2024-04-25, 2024-04-04, 2024-04-15",Hallyu Boy Bands,0.4246594560731689,0.2760382598625304
0kxi8BDubqlXhRqTkuIZe7,twogunkid,51.0,185.0,6rYEqmajzlhGVaayOJ2bpJ,2023-12-06,136615.0,0.328,0.62,0.457,0.0142,0.214,-9.859,0.438,200.402,0.26,1.0,1.0,4.0,1.0,2024-04-30,100,0.1034450106453098,0.8950105622098072
4pspYVQGFHLPEFgQPD1J7e,wannabe,72.0,183.0,2KC9Qb60EaY0kW4eH68vr3,2020-03-09,191242.0,0.00795,0.809,0.911,0.000179,0.181,-4.41,0.0617,122.035,0.64,6.0,0.0,4.0,2.0,"2024-04-09, 2024-04-02",EQUAL K-Pop,0.689024640332966,0.47484371146401877
6Qc90FMwNUjJ2M893RdYUg,broad day (feat. future),65.0,183.0,"4DdkRBBYG6Yk9Ka8tdJ9BW, 1RyvyyTE3xzB2ZywiAwp0i",2023-10-13,168426.0,0.048,0.812,0.657,0.0,0.167,-6.09,0.215,94.953,0.146,2.0,1.0,4.0,5.0,"2024-05-09, 2024-05-05, 2024-04-05, 2024-04-26, 2024-04-08","B.A.E., Daily Lift, Get Turnt, Hip-Hop Controller",0.5084825632774949,0.3296428150165671
1REohUFAzDBfIqPwL1CjUQ,say it ain't so,0.0,0.0,"1pe81cUBCGxM11cnOq17kr, 5dUUxJQg27XaHdKyLYwNg5",2021-07-09 00:00:00,223693.0,0.245,0.686,0.579,0.00327,0.113,-8.183,0.0225,102.013,0.5,5.0,0.0,4.0,1.0,2024-04-19,The Wilds,0.2835572256125537,0.3674952014326002
1ZLrDPgR7mvuTco3rQK8Pk,way back home (feat. conor maynard) - sam feldt edit,69.0,184.0,"72nLe76yBFSlP6VBzME358, 6mU8ucezzms5I2kNH6HNlu, 20gsENnposVs2I4rQ5kvrf",2018-12-21,192452.0,0.269,0.737,0.747,0.0,0.219,-4.818,0.0323,105.943,0.447,10.0,1.0,4.0,2.0,2024-04-19,"드라이빙 댄스+ (K-Pop Dance Driving), Cardio",0.6451787073337802,0.3885660057690039
3vxqxKLhQDG8BOu65tXi8g,army,45.0,185.0,44gRHbEm4Uqa0ykW0rDTNk,1999-04-27,203160.0,0.121,0.443,0.772,2.76e-05,0.123,-8.277,0.049,174.52,0.505,1.0,1.0,4.0,1.0,2024-05-09,Throwback Thursday,0.2734554665392119,0.7562434991475171
0TXsD8pXzfE11soERSXQ1f,fulfillment,41.0,182.0,"2ohlvFf9PBsDELdRstPtlP, 1eucLGnPT27tdEh6MU29wp",2024-02-02,209399.0,0.000205,0.505,0.912,0.933,0.242,-6.414,0.0323,127.986,0.421,0.0,0.0,4.0,1.0,2024-04-26,Deep House Relax,0.4736637341310826,0.5067501635265985
7qK0mNHVdVbnqt3Prd26Vs,surrender - hixxy remix,52.0,185.0,"0LhHRmSd1EYM5QdNeNnCoQ, 4hNpdlfPY7R51u4FEkBxJG, 2lPR8qx4H6y586exb4SyXk, 79PC6rrXA39xOdNTf71dvN",2019-08-30,204906.0,0.0155,0.467,0.965,0.00155,0.116,-1.564,0.119,164.961,0.174,7.0,1.0,4.0,4.0,"2024-04-19, 2024-04-02, 2024-04-05, 2024-04-12",Hardstyle Bangers,0.9948715161066988,0.7049926547068853
77Slqc0b3W46tzOp6J8ar8,rapture,45.0,184.0,"22bukBZvUppuwQwmDz75Gz, 5CVwY7MrkxGF1aM4f1u6Xk",2023-11-17,187285.0,0.00499,0.675,0.869,0.0185,0.117,-5.114,0.0723,140.01,0.557,10.0,0.0,4.0,1.0,2024-05-03,Night Rider,0.6133689128049591,0.5712171740459161
7HKxTNVlkHsfMLhigmhC0I,call me,71.0,184.0,4tpUmLEVLCGFr93o8hFFIB,2004-01-01,212226.0,0.000646,0.553,0.833,0.00246,0.0737,-6.667,0.0347,142.663,0.773,2.0,0.0,4.0,2.0,"2024-04-06, 2024-04-11","80s Rock Anthems, Is it New Wave?",0.44647495705070506,0.5854413073549439
3xBWfh0s2XgT65AGgMPsj6,you're so fine,53.0,185.0,6Q9ErFPYnMBBjqrtxp55Gv,2019-06-28,173133.0,0.837,0.519,0.369,0.162,0.127,-13.43,0.0357,68.875,0.677,2.0,1.0,4.0,1.0,2024-05-02,Feel Good Dinner,-0.2803143686196233,0.1898248925013672
4rckE0L55fx4HEbpLMG3x3,darling boy,26.0,185.0,3t12sehooJP6lkLBy4h9R1,2024-05-03,216500.0,0.0115,0.683,0.523,0.000879,0.132,-9.063,0.0502,124.932,0.75,11.0,0.0,4.0,1.0,2024-05-03,All New Punk,0.1889875662025449,0.49037605756136265
0lwjrh66nXwlyfsHtoA0Xe,song of the year,48.0,185.0,"3qnMl4DHT4gndzFAcG4FlM, 1Uyqa2sdHm1bL5JK4IC4zc",2023-02-24,133714.0,0.00846,0.62,0.963,0.0483,0.571,-1.071,0.177,140.111,0.227,10.0,0.0,4.0,3.0,"2024-04-26, 2024-04-19, 2024-04-12","Hype, Rocktronic, Dubstep Don",1.047852018480715,0.5717586883558338
7LqhLEaSc6iREEYKWF3FRR,when you come over,56.0,185.0,3V5CZtQuix8ETHRNL7wjva,2024-03-08,180124.0,0.995,0.519,0.0116,0.961,0.102,-27.09,0.0546,66.854,0.241,5.0,1.0,4.0,4.0,"2024-04-24, 2024-04-17, 2024-04-02, 2024-04-18",Jazz for Sleep,-1.748293399915895,0.17898924477519113
2Y6ighvPsMpW8fIfUQzYXf,turn up the volume,37.0,185.0,"1dnbud9cuozLQ86MtrDPFr, 27feHJH3VKyk8FgOndiWU8",2023-11-24,142445.0,0.0396,0.807,0.702,0.646,0.0931,-6.652,0.0498,127.988,0.769,8.0,1.0,4.0,1.0,2024-04-19,Nasty Bits,0.44808693988155746,0.5067608865822405
12Ba9adVh6yrSRv59Y1zoW,byak,79.0,183.0,"5J7rXWjtn5HzUkJ4Jet8Fr, 1mcTU81TzQhprhouKaTkpq",2024-03-29,216346.0,0.208,0.882,0.697,1.09e-05,0.0847,-3.756,0.0626,99.984,0.758,1.0,1.0,4.0,2.0,"2024-04-19, 2024-04-12","Summer Vibes, Viva Latino",0.7593070917581316,0.3566166614838564
6BWOWBSalJEp7woRZSyiMb,strange,48.0,185.0,66lH4jAE7pqPlOlzUKbwA0,2022-04-29,211226.0,0.0551,0.723,0.633,1.93e-05,0.0665,-6.982,0.0332,112.022,0.498,6.0,1.0,4.0,1.0,2024-05-06,Women of Country,0.4126233176028042,0.4211587333926676
7ASptgkRQrTgsQ8jrtoovk,flowers in the morning,52.0,185.0,50JqVZOiKb0Rbeeeg8XJhz,2023-12-29,191361.0,0.995,0.378,0.0212,0.911,0.105,-30.463,0.0438,121.412,0.0374,3.0,1.0,4.0,4.0,"2024-04-24, 2024-04-17, 2024-04-02, 2024-04-18",Jazz for Sleep,-2.110774605813576,0.4715034796315558
0QdOnce1FwtfhjHGyYWcJ5,edio,36.0,185.0,29rhAtl6ikj08cVQFkwcJ9,2022-04-12,177666.0,0.995,0.164,0.0431,0.989,0.0909,-31.493,0.0383,67.679,0.0357,5.0,1.0,3.0,1.0,2024-04-29,Rise,-2.221464093532109,0.18341250522748964
4H8BsZfFybAkC16plY9Brm,vem vare,41.0,185.0,"23z00NPQmiYxmpZSiDlQAE, 5lmx6s9v76pWT7alLaiL9b",2024-05-03,125217.0,0.0786,0.727,0.528,1.2e-06,0.0837,-9.329,0.0769,114.867,0.508,1.0,1.0,4.0,1.0,2024-05-09,30 km/h,0.16040173733542862,0.43641228004332117
50x1Ic8CaXkYNvjmxe3WXy,those eyes,80.0,183.0,69bG9tC62d8oTFC9aTTosn,2019-05-10,220750.0,0.709,0.594,0.348,2.12e-05,0.317,-8.297,0.0285,120.048,0.248,4.0,1.0,3.0,3.0,"2024-04-19, 2024-04-12, 2024-04-24",Chill Pop,0.2713061560980752,0.4641903556837556
1OozJMmjaGAgX8WPTTMpcG,ain't nobody (loves me better) - acoustic,57.0,181.0,2TL8gYTNgD6nXkyuUdDrMg,2015-09-25,178355.0,0.851,0.512,0.245,0.0,0.131,-8.828,0.0338,93.971,0.266,2.0,0.0,4.0,1.0,2024-04-02,Feel Good Acoustic,0.2142419638858996,0.3243777946963767
7GXfXVnuqATxCs6EQoDcVS,enter sandman,31.0,185.0,1v3CnxHAtLMfZW8v5dGj7t,2003-10-14,261413.0,0.208,0.492,0.483,0.106,0.376,-13.289,0.0311,129.504,0.528,11.0,0.0,4.0,1.0,2024-04-07,Bluegrass Covers,-0.26516173000961046,0.5148889627588277
11B7WTuoInwUvuP1BnnGWW,bigger thën everything,67.0,183.0,3qiHUAX7zY4Qnjx8TNUzVx,2023-08-10,218264.0,0.0127,0.686,0.629,0.000349,0.237,-6.141,0.0543,149.975,0.169,10.0,0.0,4.0,1.0,2024-05-09,Hip-Hop Controller,0.5030018216525967,0.6246447987818609
7N3PAbqfTjSEU1edb2tY8j,jump - 2015 remaster,77.0,171.0,2cnMpRsOVqtPMfq7YiFE6K,1984-01-04,241599.0,0.171,0.572,0.835,0.000377,0.0702,-6.219,0.0317,129.981,0.795,0.0,1.0,4.0,5.0,"2024-04-06, 2024-04-07, 2024-04-11, 2024-04-09, 2024-04-25","Guilty Pleasures, Rock Party, 80s Rock Anthems, All Out 80s",0.494619510932164,0.5174464115294294
1whAXVGN8AdfrnoXNIXfJf,truth or dare,76.0,184.0,3SozjO3Lat463tQICI9LcE,2023-12-01,190392.0,0.183,0.61,0.599,0.000124,0.0854,-5.752,0.341,154.255,0.805,1.0,1.0,5.0,3.0,"2024-04-18, 2024-04-08, 2024-04-15","Pop Right Now, EQUAL, Good Vibes",0.5448059097327027,0.6475921378556033
1DFn1WHnPSr80WSKNJcdWG,eden,62.0,185.0,61JNuXysnsPfOH5HoqzBoO,2024-01-12,184250.0,0.953,0.0768,0.0358,0.718,0.081,-30.512,0.0577,79.017,0.0605,4.0,1.0,4.0,2.0,"2024-04-06, 2024-04-16",Sin dato,-2.1160404163943607,0.24420150766162324
1RfSykRvuEDqTUimaVE64E,une histoire d’amour,53.0,185.0,5igteH2LK1oMa7KinT2Qx3,2021-01-01,152780.0,0.992,0.459,0.0122,0.961,0.0885,-29.733,0.0478,87.188,0.274,4.0,0.0,4.0,5.0,"2024-04-09, 2024-05-07, 2024-04-10, 2024-05-08, 2024-05-01",Classical Sleep,-2.0323247747120914,0.28801055148675164
25stZHn22KgYL9roXriBe9,towards silence,45.0,185.0,6KPAXAMmjjuL3dlucR4I29,2022-10-10,174000.0,0.835,0.138,0.0232,0.956,0.107,-34.01,0.0471,142.691,0.111,0.0,1.0,1.0,1.0,2024-04-29,SPA Treatment,-2.491954812549145,0.585591430133931
0ICfYaolLKtzKeRDucQu2u,harvest,43.0,185.0,7vXoDYDNvHHzx4DG7T1cO9,2020-06-12,280124.0,0.993,0.467,0.0131,0.906,0.101,-27.963,0.0331,140.033,0.0936,11.0,1.0,4.0,1.0,2024-04-29,Musical Therapy,-1.842110800671506,0.5713404891857983
4IjuJAVn8Hd71r2Ja2371A,dreadbringer,48.0,183.0,"1XRhUgCyzIdeT8d9KMfeDR, 76xrrejizyQpKukBIhnf3D",2024-03-15,330941.0,4.27e-05,0.49,0.971,0.505,0.0542,-4.186,0.113,132.461,0.12,1.0,1.0,4.0,1.0,2024-05-03,Kickass Metal,0.7130969172736955,0.5307430005254298
6KSBZVXd7VlaiF0tdcZnJz,lumineux,35.0,185.0,0z2to7jTZIdleuywyDi8zC,2021-10-21,217893.0,0.935,0.166,0.173,0.82,0.109,-22.065,0.0343,84.662,0.0567,2.0,1.0,3.0,1.0,2024-04-29,Atmospheric Calm,-1.208279151580334,0.27446733221098685
0XZL9R2exRu1Rpw6KSAeS4,fairytale,53.0,184.0,2dIgFjalVxs4ThymZ67YCE,2022-06-22,172360.0,0.136,0.838,0.749,0.0,0.0634,-3.988,0.0614,120.008,0.658,1.0,1.0,4.0,2.0,"2024-05-09, 2024-04-05","WOR K  OUT, Hallyu Boy Bands",0.7343750906409475,0.46397589457091687
5JycxhApZmzbA4xSwvqh6k,all to me,70.0,185.0,4fxd5Ee7UefO4CUXgwJ7IP,2021-03-12,127807.0,0.65,0.523,0.543,0.0,0.257,-8.39,0.156,116.161,0.318,5.0,0.0,3.0,2.0,"2024-04-28, 2024-04-12",Make Out Jams,0.2613118625467902,0.4433500970436535
6rTC6IsG0y0TYoGggKpccz,soso,5.0,0.0,5yOvAmpIR7hVxiS6Ls5DPO,2022-07-15,183056.0,0.43,0.709,0.723,0.117,0.11,-8.315,0.0953,105.005,0.515,3.0,0.0,4.0,1.0,2024-05-03,Big Mood,0.2693717767010524,0.38353689267293606
6FBmHx1FuaSnTnnnaThgbF,cum on feel the noize,62.0,183.0,1dLWg6m8RRhizsdqJbhyj3,1996,192426.0,0.000183,0.441,0.908,0.00328,0.0612,-4.627,0.115,145.439,0.632,11.0,0.0,4.0,1.0,2024-04-11,80s Rock Anthems,0.6657046220466344,0.6003249085859506
5po3pk15QRCg1jf9thg39N,outro 4 nyc,36.0,185.0,4W8Yz77BGq4uaiqCR2sYJ9,2011-07-24,115773.0,0.334,0.546,0.367,0.955,0.118,-8.899,0.0375,119.92,0.336,11.0,1.0,4.0,1.0,2024-04-24,late night vibes,0.20661191181986485,0.46350408012267175
2c0dsTO43eKPOjdNvcgkkj,not alone,52.0,166.0,"1l2ekx5skC4gJH8djERwh1, 13NpuESz6tlK819yBs0PuS",2023-01-27,160869.0,0.0283,0.6,0.833,0.0,0.472,-5.483,0.14,138.061,0.426,0.0,1.0,4.0,2.0,"2024-04-12, 2024-05-03",Happy Beats,0.5737141351659896,0.5607675563228498
2kE2HFBFkJ0VMw3igxYohz,wild ones (feat. jelly roll),84.0,185.0,"2yLzlEFtIS0Q9UkyBZdQA7, 19k8AgwwTSxeaxkOuCQEJs",2023-10-06,141367.0,0.00354,0.662,0.55,8.95e-06,0.406,-5.816,0.0366,136.184,0.308,0.0,1.0,4.0,3.0,"2024-04-22, 2024-04-02, 2024-04-29","Wild Country, Breakout Country",0.5379281163210657,0.5507039686028931
617B8BzRj0qN4cx8ITXV5B,late,58.0,185.0,5gqhueRUZEa7VDnQt4HODp,2021-12-03,198584.0,0.985,0.358,0.00527,0.89,0.108,-37.703,0.0407,103.791,0.212,6.0,0.0,4.0,1.0,"2024-04-09, 2024-04-10","Peaceful Piano, Classical Sleep",-2.8888249855050114,0.37702799789828106
7nn4MXs89QymmNzRreTywe,ick,67.0,185.0,4OVbrPbhvK46A1uXTU1u5F,2023-08-09,115725.0,0.264,0.902,0.767,0.0,0.143,-3.376,0.128,137.985,0.52,2.0,1.0,4.0,1.0,2024-04-26,Daily Lift,0.8001439901397263,0.5603600802084563
3Tp7y0bLogDQsIO5tTTOH4,asking for it,57.0,116.0,70BYFdaZbEKbeauJ670ysI,2015-09-18,210706.0,0.00273,0.449,0.971,0.0,0.141,-3.66,0.0476,144.031,0.414,10.0,1.0,4.0,1.0,2024-05-03,Contemporary Blend,0.7696237818755871,0.5927758774140279
3IAfUEeaXRX9s9UdKOJrFI,envolver,71.0,184.0,7FNnA9vBm6EKceENgCGRMb,2021-11-11,193805.0,0.152,0.812,0.736,0.00254,0.0914,-5.421,0.0833,91.993,0.396,4.0,0.0,4.0,1.0,2024-04-13,Inspiring Latinas,0.5803769975335128,0.3137726926665022
4rECYXCCge21CsrgAilQ46,better days,50.0,183.0,1r1n66Rkx4fzNCIUQhS6OH,2024-04-05,162730.0,0.438,0.697,0.434,0.551,0.1,-9.111,0.104,162.117,0.647,5.0,0.0,4.0,1.0,2024-04-05,R&B Weekly,0.18382922114381714,0.6897444695840526
3o4IZzGzihgdK8LcmqU4nl,forgotten echoes,31.0,185.0,7qZ2onZeQHlYsD6ZoGzCcS,2023-03-09,165000.0,0.921,0.173,0.0326,0.926,0.0806,-33.741,0.0376,119.877,0.325,10.0,1.0,3.0,1.0,2024-04-29,Atmospheric Calm,-2.4630465871158584,0.4632735344263701
4ewmHD3aRBmLyTsbGreNLw,what would you do?,63.0,185.0,45dkTj5sMRSjrmBSBeiHym,2022-05-27,166946.0,0.288,0.79,0.613,0.0,0.0912,-5.911,0.0698,105.02,0.729,9.0,1.0,4.0,1.0,2024-04-12,Daily Lift,0.5277188917256671,0.3836173155902506
6oyYsLP4VAcppKWZFYxK6S,slide into position,52.0,185.0,0pMictTR50Jxx9el1IKuWL,2024-02-06,157837.0,0.0549,0.656,0.541,0.914,0.114,-12.91,0.0426,110.988,0.438,7.0,0.0,3.0,1.0,2024-04-09,Lounge - Soft House,-0.2244322971500727,0.4156149136257868
2lJgdd9YKqt18avtVyDL29,magnificent,61.0,185.0,2DDcsNRmquB7eoFY1S0oxX,2024-02-27,176780.0,0.988,0.121,0.00153,0.964,0.111,-41.697,0.0508,73.814,0.0373,8.0,1.0,3.0,1.0,2024-04-29,Rise,-3.318042280599983,0.21630547840912742
7AhaQkDR4GybH4rXn26lhn,flotante,39.0,185.0,6PE8Ppk9H0TScbZEoLD0z1,2020-02-21,160500.0,0.989,0.217,0.0056,0.88,0.115,-34.847,0.0409,74.131,0.127,8.0,0.0,1.0,1.0,2024-04-29,Musical Therapy,-2.5819034545107105,0.21800508272837427
2wVWGFVkL5I3JGsoWBx2AZ,edging,57.0,185.0,6FBDaR13swtiWwGhX1WQsP,2022-10-14,151533.0,0.0044,0.606,0.905,0.0,0.151,-3.117,0.0518,143.952,0.706,5.0,1.0,4.0,1.0,2024-04-14,Rock Solid,0.8279775603524447,0.5923523167161714
